Region,Year,Species,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
Guanacaste,1996,Treacher,25178,18553,20848,26538,14405,20527,7843,4833,18988,18861,6511,11332,194417
Guanacaste,1996,Pez Vela,82968,42930,46994,80504,46625,40680,46052,33562,60412,63879,43273,35815,623694
Guanacaste,1996,Pez Espada,4146,7816,11390,22208,38014,36416,19140,36193,55192,73867,49116,49820,403318
Guanacaste,1996,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,1996,Atun,21860,597282,22773,972479,26058,26930,980573,1123745,46155,30374,35160,39747,3923136
Guanacaste,1996,Cazon,68946,125632,96881,86028,70942,101195,87745,59623,76225,66265,91698,85631,1016811
Guanacaste,1996,Posta,49405,66198,55050,54079,43201,55871,51982,32960,62026,44424,95793,81486,692475
Guanacaste,1996,Maco,5386,6176,1455,1871,2735,782,1432,2290,2911,2813,3258,3135,34244
Guanacaste,1996,Camaron Blanco,1160,140,165,61,335,38,60,1,1020,17,0,15,3012
Guanacaste,1996,Camaron Cafe,0,9,224,0,187,66,55,13,151,0,57,0,762
Guanacaste,1996,Camaron Rosado,6583,6493,7793,6423,3618,2880,3495,10077,5126,4133,4002,5341,65964
Guanacaste,1996,Camaron Fidel,43926,13124,6458,3861,32673,19121,15378,29470,47080,36415,15883,6772,270161
Guanacaste,1996,Camaron Camello,4914,15544,172,0,50,8425,0,7147,3213,4243,0,1959,45667
Guanacaste,1996,Camaron Real,0,4437,146,0,17734,4878,3243,13283,27177,25470,11314,5911,113593
Guanacaste,1996,Camaron Titi,0,1,1,157,260,95,12,324,1274,123,0,0,2247
Guanacaste,1996,Langosta Pacifica,739,823,446,402,315,450,119,357,333,56,344,1281,5665
Guanacaste,1996,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,1996,Calamar,1984,1245,1548,1179,1342,7371,438,449,469,165,499,512,17201
Guanacaste,1996,Pulpo,1018,489,2148,1425,1697,4588,3043,5243,1815,763,1526,1891,25646
Guanacaste,1996,Pianguas,3,0,28,15,0,0,15,12,0,12,0,16,101
Guanacaste,1996,Cambute,0,0,0,0,34,0,0,0,0,0,0,0,34
Guanacaste,1996,Aleta Tiburon,483,1674,1105,462,6,841,764,2688,7563,6068,9890,9232,40776
Guanacaste,1996,Filet,15,25,1709,57,1603,24,2,23,0,0,114,151,3723
Guanacaste,1996,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,1996,Cangrejo,0,0,0,0,71,0,0,0,0,0,0,0,71
Guanacaste,1996,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1996,Primera Grande,10510,13096,24166,21646,9054,16490,16694,17908,9928,6326,5346,7972,159136
Golfo de Nicoya,1996,Primera Pequena,70513,61964,83030,81920,46195,64352,78133,86949,61353,74190,67973,75827,852399
Golfo de Nicoya,1996,Clasificado,18525,20016,17024,13962,12406,15306,15399,15888,14241,26013,28600,27203,224583
Golfo de Nicoya,1996,Chatarra,44782,46107,62305,53824,32525,57236,58980,55156,39675,33634,52746,55255,592225
Golfo de Nicoya,1996,Agria Cola,12049,13586,17259,19169,9124,17467,17367,20191,14576,18190,15538,17054,191570
Golfo de Nicoya,1996,Cabrilla,275,654,925,929,337,502,744,412,821,518,1616,1576,9309
Golfo de Nicoya,1996,Pargo Seda,186,286,1062,290,1008,150,118,142,0,0,2606,724,6572
Golfo de Nicoya,1996,Dorado,544,2608,12,882,3214,0,94,0,630,824,3492,4322,16622
Golfo de Nicoya,1996,Marlin Blanco,352,0,0,0,0,0,0,0,0,0,0,0,352
Golfo de Nicoya,1996,Marlin Rosado,120,0,0,0,82,0,0,0,0,0,0,0,202
Golfo de Nicoya,1996,Treacher,0,0,0,0,0,0,28,0,0,0,0,0,28
Golfo de Nicoya,1996,Pez Vela,170,0,0,84,146,0,0,28,0,0,58,0,486
Golfo de Nicoya,1996,Pez Espada,68,0,0,0,0,0,0,10,0,0,0,1622,1700
Golfo de Nicoya,1996,Sardina,186,18116,23615,29128,62650,72796,3046,21740,15758,86288,25076,27854,386253
Golfo de Nicoya,1996,Atun,4056,7423,3535,1431,2468,14329,19325,8618,4662,6903,8455,11618,92823
Golfo de Nicoya,1996,Cazon,4244,1646,1754,2037,6007,7083,6265,3781,3014,6124,6074,4804,52833
Golfo de Nicoya,1996,Posta,3467,124,355,420,773,1589,442,36,4,92,125,1585,9012
Golfo de Nicoya,1996,Maco,0,0,0,64,0,0,0,0,0,0,8,0,72
Golfo de Nicoya,1996,Camaron Blanco,68001,36855,27961,10088,3459,27298,14909,18280,10658,10262,54233,48731,330735
Golfo de Nicoya,1996,Camaron Cafe,11,182,54,0,0,20,36,0,11,5,0,0,319
Golfo de Nicoya,1996,Camaron Rosado,2370,2671,2206,964,2696,1248,2632,553,592,2930,1969,2545,23376
Golfo de Nicoya,1996,Camaron Fidel,7364,6819,10868,6401,10842,11179,15971,10484,11939,7745,7278,8992,115882
Golfo de Nicoya,1996,Camaron Camello,23017,24447,25486,25366,6521,4422,58321,38608,17886,13595,0,3129,240798
Golfo de Nicoya,1996,Camaron Real,0,936,1562,0,3492,1558,1001,6069,4875,1674,1612,810,23589
Golfo de Nicoya,1996,Camaron Titi,16788,7320,5178,1489,6617,13525,6087,12079,8576,11227,30295,28023,147204
Golfo de Nicoya,1996,Langosta Pacifica,12,0,16,24,10,10,66,38,102,42,374,572,1266
Golfo de Nicoya,1996,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1996,Calamar,0,110,0,0,0,0,14,0,12,0,0,0,136
Golfo de Nicoya,1996,Pulpo,0,0,0,0,8,0,0,0,0,0,1104,0,1112
Golfo de Nicoya,1996,Pianguas,1236,804,878,1348,3730,3832,3420,1692,2546,3460,2982,5268,31196
Golfo de Nicoya,1996,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1996,Aleta Tiburon,0,0,0,0,0,2,0,0,0,0,0,238,240
Golfo de Nicoya,1996,Filet,70,112,218,128,0,226,298,142,46,0,6,16,1262
Golfo de Nicoya,1996,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1996,Cangrejo,0,0,8,0,0,0,656,258,1700,500,0,2,3124
Golfo de Nicoya,1996,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1996,Primera Grande,133,134,3241,1162,169,379,2502,4849,2250,3131,1158,919,20027
Quepos,1996,Primera Pequena,27579,16149,21296,22197,15432,15365,16070,15943,13735,17040,14659,23290,218755
Quepos,1996,Clasificado,14764,12489,20850,18209,20219,16987,14678,10677,6607,14217,11633,13508,174838
Quepos,1996,Chatarra,23848,19603,20041,13756,19141,19534,16095,18240,16413,16288,15520,20963,219442
Quepos,1996,Agria Cola,3486,3882,2541,4720,2795,7130,7230,6185,2945,4368,2992,2036,50310
Quepos,1996,Cabrilla,5600,9426,4114,6347,5070,3538,2048,2201,1267,3817,1603,3628,48659
Quepos,1996,Pargo Seda,2335,1131,7532,4483,6939,7466,5850,3461,2987,2573,2468,2377,49602
Quepos,1996,Dorado,30730,41734,63673,26338,16920,20539,38443,28965,42774,40324,98658,121019,570117
Quepos,1996,Marlin Blanco,3218,2254,2709,1911,8379,8061,18934,19391,23307,5221,5599,3584,102568
Quepos,1996,Marlin Rosado,3102,1515,1416,1192,3331,4549,5239,3303,3590,1671,5987,4074,38969
Quepos,1996,Treacher,34700,23723,23307,6278,10564,7350,12236,4288,12440,6868,1759,3046,146559
Quepos,1996,Pez Vela,43243,28680,71280,27505,31941,14003,30280,23904,47427,21080,18215,20740,378298
Quepos,1996,Pez Espada,124,127,1214,2324,2073,1936,48,33,77,34,571,500,9061
Quepos,1996,Sardina,47,0,0,0,30,23,212,14002,0,0,0,93,14407
Quepos,1996,Atun,5509,2828,3049,3053,1171,4376,4896,5514,3939,2660,3103,968,41066
Quepos,1996,Cazon,9664,10634,20558,15438,8641,28992,20803,10426,11355,6217,15595,5615,163938
Quepos,1996,Posta,4423,6278,7133,10142,4936,10896,8892,3586,4219,2144,3170,3211,69030
Quepos,1996,Maco,330,211,156,297,29,35,112,0,0,0,0,0,1170
Quepos,1996,Camaron Blanco,14983,9898,3982,2534,1737,2885,2646,4094,9182,10203,10548,15549,88241
Quepos,1996,Camaron Cafe,184,771,275,66,0,35,112,0,103,6,0,0,1552
Quepos,1996,Camaron Rosado,6040,3868,12169,5275,7787,16106,12907,16453,5947,5311,5657,16840,114360
Quepos,1996,Camaron Fidel,15108,18537,22301,21193,16900,16392,8840,8110,4072,5222,7477,10279,154431
Quepos,1996,Camaron Camello,23364,61552,46125,13668,29569,26638,0,0,9662,2039,23417,16602,252636
Quepos,1996,Camaron Real,0,950,0,0,0,1401,0,0,0,0,829,169,3349
Quepos,1996,Camaron Titi,8751,1424,783,978,4305,4563,4672,7609,30643,20654,21751,29921,136054
Quepos,1996,Langosta Pacifica,12,8,18,0,0,0,0,0,0,6,0,0,44
Quepos,1996,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1996,Calamar,19,20,54,91,0,335,364,99,0,124,0,645,1751
Quepos,1996,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1996,Pianguas,11978,1881,1097,5557,1072,0,4637,238,459,1400,1209,0,29528
Quepos,1996,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1996,Aleta Tiburon,48,208,242,392,10,95,183,118,315,144,189,195,2139
Quepos,1996,Filet,0,0,0,0,0,2,0,122,5,0,0,25,154
Quepos,1996,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1996,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1996,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Primera Grande,60,959,77,163,106,108,12,0,418,20,74,285,2282
Golfito,1996,Primera Pequena,3784,3188,5096,3544,3840,1977,2684,900,3938,2597,3139,3944,38631
Golfito,1996,Clasificado,962,3600,2182,1856,3974,2343,2742,601,986,4064,1932,1840,27082
Golfito,1996,Chatarra,1359,2654,2091,1480,2782,1260,1721,308,512,1229,817,1324,17537
Golfito,1996,Agria Cola,22,88,7,75,27,6,0,9,684,29,33,34,1014
Golfito,1996,Cabrilla,1127,2394,1866,804,197,1551,1206,810,1916,184,3636,3323,19014
Golfito,1996,Pargo Seda,4231,1614,4308,6030,4633,3405,2636,1053,2976,899,1297,3564,36646
Golfito,1996,Dorado,59763,55606,58482,36689,51432,28472,41972,24838,38731,56850,73746,84508,611089
Golfito,1996,Marlin Blanco,1180,551,1186,1890,5204,5973,23839,6245,9967,9545,7378,4877,77835
Golfito,1996,Marlin Rosado,1084,1285,1980,2397,3384,3272,7822,1373,1070,2913,3613,3370,33563
Golfito,1996,Treacher,2969,2353,10028,2936,4162,2047,4380,1004,4008,3973,2378,1486,41724
Golfito,1996,Pez Vela,11102,15515,28126,27897,19377,8184,20166,5581,14343,21108,6738,10409,188546
Golfito,1996,Pez Espada,113,200,236,194,1983,329,693,7622,1158,1716,3458,784,18486
Golfito,1996,Sardina,12,0,0,0,13363,6633,54,0,2712,866,6736,7002,37378
Golfito,1996,Atun,1306,943,1991,983,1209,1539,2156,5617,2066,1441,3200,2536,24987
Golfito,1996,Cazon,15428,14629,17266,32382,36110,25290,42628,13387,27241,31055,21883,30094,307393
Golfito,1996,Posta,6005,6603,6768,11928,13205,9927,20139,7956,7585,9148,12761,23643,135668
Golfito,1996,Maco,250,193,0,539,249,0,0,1638,0,421,0,289,3579
Golfito,1996,Camaron Blanco,3,0,0,0,4,14,58,9,14,29,57,16,204
Golfito,1996,Camaron Cafe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Camaron Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Camaron Fidel,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Camaron Titi,60,0,0,0,420,70,1149,34,380,217,541,74,2945
Golfito,1996,Langosta Pacifica,0,207,60,0,1,1,0,0,0,0,0,0,269
Golfito,1996,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Calamar,69,320,383,19,143,16,106,6,36,15,161,15,1289
Golfito,1996,Pulpo,0,0,0,0,1,0,0,0,0,0,0,0,1
Golfito,1996,Pianguas,611,646,457,175,347,607,291,35,0,0,29,1320,4518
Golfito,1996,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Aleta Tiburon,0,0,82,430,218,213,46,138,969,1707,1350,1518,6671
Golfito,1996,Filet,44,11,12,0,0,0,16,0,0,0,0,0,83
Golfito,1996,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1996,Cangrejo,0,0,0,0,13,52,43,12,3,5,36,0,164
Golfito,1996,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Primera Grande,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Primera Pequena,1480,707,3382,7909,6346,3478,5342,2360,2395,5421,127,0,38947
Mar Caribe,1996,Clasificado,72,250,2816,3413,4714,1320,1196,1179,2874,8613,57,27,26531
Mar Caribe,1996,Chatarra,192,25,70,11,266,379,159,136,1153,1637,3059,5,7092
Mar Caribe,1996,Agria Cola,0,0,0,46,46,0,0,0,0,0,0,0,92
Mar Caribe,1996,Cabrilla,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Pargo Seda,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Dorado,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Marlin Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Marlin Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Treacher,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Pez Vela,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Pez Espada,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Sardina,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Atun,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Cazon,0,34,445,1401,1892,177,47,88,55,235,87,745,5206
Mar Caribe,1996,Posta,0,129,17,4024,1642,0,0,0,0,0,0,22,5834
Mar Caribe,1996,Maco,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Camaron Blanco,0,0,0,0,0,0,0,0,0,0,300,15,315
Mar Caribe,1996,Camaron Cafe,0,6,25,550,1724,1249,629,518,700,2279,0,0,7680
Mar Caribe,1996,Camaron Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Camaron Fidel,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Camaron Camello,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Camaron Real,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Camaron Titi,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Langosta Pacifica,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Langosta Caribe,36382,12639,8697,5547,730,20,47,54579,38933,6660,9349,22073,195656
Mar Caribe,1996,Calamar,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Pulpo,0,0,0,0,0,0,0,0,10,8,0,0,18
Mar Caribe,1996,Pianguas,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Aleta Tiburon,0,0,0,129,105,0,0,0,0,0,0,0,234
Mar Caribe,1996,Filet,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Buche,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar Caribe,1996,Tortuga,0,0,0,0,0,20056,66554,62084,0,0,0,0,148694
Guanacaste,1995,Primera Grande,15,5,15,248,55,43,13,39,9,432,0,0,874
Guanacaste,1995,Primera Pequena,15675,9154,14449,11060,14314,14077,11677,18903,11449,14398,9697,25298,170151
Guanacaste,1995,Clasificado,6180,8746,17339,14699,15344,15629,10981,8827,9317,7961,21848,8863,145734
Guanacaste,1995,Chatarra,13948,16129,26743,29501,25475,19691,22012,17562,15546,17136,22919,21612,248274
Guanacaste,1995,Agria Cola,339,226,298,420,139,400,143,195,623,625,235,362,4005
Guanacaste,1995,Cabrilla,5070,6779,7795,24119,32194,26870,14009,21617,24088,9600,10787,6422,189350
Guanacaste,1995,Pargo Seda,27670,58745,46230,36697,45061,74542,45100,41002,28220,36284,15319,23104,477974
Guanacaste,1995,Dorado,145657,91443,116940,52946,51040,72572,74897,74045,61931,42275,109244,186167,1079157
Guanacaste,1995,Marlin Blanco,4243,3788,5721,11885,30162,45987,34153,33506,21063,15116,31124,35714,272462
Guanacaste,1995,Marlin Rosado,12842,12968,8925,13857,31725,34360,22943,19510,17070,22575,30811,29260,256846
Guanacaste,1995,Treacher,31692,45908,36825,41200,62914,37232,31292,29104,24880,34409,38457,10416,424329
Guanacaste,1995,Pez Vela,69346,78044,61032,73555,114920,78300,50517,55085,65005,70695,67384,56393,840276
Guanacaste,1995,Pez Espada,712,1106,2905,2870,5041,2189,1041,826,1579,2757,3975,2566,27567
Guanacaste,1995,Sardina,0,0,0,0,0,0,0,13,48,0,136,0,197
Guanacaste,1995,Atun,31512,37901,52847,54911,88984,12800,19493,19685,22258,16057,32012,33488,421948
Guanacaste,1995,Cazon,83367,77710,72636,77520,92195,152469,156900,125592,95915,110467,113390,94821,1252982
Guanacaste,1995,Posta,40202,50329,51004,44183,60948,90042,75049,65956,53980,80553,75808,87907,775961
Guanacaste,1995,Maco,0,9594,4290,2165,27,5050,3215,2558,5452,2155,271,679,35456
Guanacaste,1995,Camaron Blanco,104,118,77,105,160,32,3,44,669,579,84,36,2011
Guanacaste,1995,Camaron Cafe,23,0,69,662,0,52,0,0,41,119,90,13,1069
Guanacaste,1995,Camaron Rosado,10904,4886,9582,5333,4977,5633,3821,2381,6475,6405,11527,11218,83142
Guanacaste,1995,Camaron Fidel,29652,31498,36740,46680,74734,50738,28688,25764,29151,40175,65296,53209,512325
Guanacaste,1995,Camaron Camello,12,1001,7868,860,186,37104,0,0,0,700,1404,0,49135
Guanacaste,1995,Camaron Real,0,180,206,9195,3678,26632,23722,10969,289,5240,1379,325,81815
Guanacaste,1995,Camaron Titi,233,11,81,0,239,2929,45,95,869,401,730,0,5633
Guanacaste,1995,Langosta Pacifica,201,93,368,301,433,220,407,283,177,135,553,854,4025
Guanacaste,1995,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,1995,Calamar,0,115,357,318,745,1191,165,57,696,197,478,1089,5408
Guanacaste,1995,Pulpo,969,301,1104,2250,2782,3597,5774,3585,1689,669,1574,1136,25430
Guanacaste,1995,Pianguas,0,0,0,0,0,41,19,77,27,1,20,23,208
Guanacaste,1995,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,1995,Aleta Tiburon,1044,649,1154,983,1563,1086,1823,1971,1919,1553,905,773,15423
Guanacaste,1995,Filet,21,0,77,23,19,0,13,112,160,63,192,51,731
Guanacaste,1995,Buche,0,0,0,0,0,365,0,0,0,0,0,0,365
Guanacaste,1995,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanacaste,1995,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1995,Primera Grande,9396,9385,16138,21695,8735,9242,3743,22969,16088,15678,11890,19668,164627
Golfo de Nicoya,1995,Primera Pequena,44322,43243,49325,51526,52517,61193,38276,77712,66350,64204,50911,65186,664765
Golfo de Nicoya,1995,Clasificado,21642,18980,27367,19775,26933,27106,15884,19228,23118,23472,21247,20955,265707
Golfo de Nicoya,1995,Chatarra,56047,53689,65251,70018,54761,48704,38226,69309,61723,67716,40704,50593,676741
Golfo de Nicoya,1995,Agria Cola,10308,14335,13054,19358,15140,17804,10724,23543,18310,16740,8669,15226,183211
Golfo de Nicoya,1995,Cabrilla,1675,1333,1886,1589,1188,1368,1021,717,1309,862,538,460,13946
Golfo de Nicoya,1995,Pargo Seda,616,18,96,2,1412,476,28,91,524,1882,14,0,5159
Golfo de Nicoya,1995,Dorado,26,1048,70,0,279,874,212,172,84,0,116,168,3049
Golfo de Nicoya,1995,Marlin Blanco,0,0,0,0,0,0,44,0,0,0,0,0,44
Golfo de Nicoya,1995,Marlin Rosado,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1995,Treacher,0,0,0,0,0,288,0,0,16,36,0,0,340
Golfo de Nicoya,1995,Pez Vela,62,194,0,284,466,1240,334,66,66,0,42,184,2938
Golfo de Nicoya,1995,Pez Espada,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1995,Sardina,36170,28154,58732,17282,6954,12090,15170,78,22734,26076,39102,43361,305903
Golfo de Nicoya,1995,Atun,8540,14034,4382,5231,12257,7177,4469,1173,3866,9416,4394,4795,79734
Golfo de Nicoya,1995,Cazon,1434,2972,1256,1411,7310,6075,7350,5625,1585,1127,1336,1292,38773
Golfo de Nicoya,1995,Posta,904,1445,595,782,835,836,145,382,431,138,51,254,6798
Golfo de Nicoya,1995,Maco,28,650,0,0,0,54,8,0,0,186,0,0,926
Golfo de Nicoya,1995,Camaron Blanco,24106,20563,15718,12016,4434,8621,8436,46691,25343,29893,27618,56235,279674
Golfo de Nicoya,1995,Camaron Cafe,54,0,272,295,6,24,0,0,8,51,0,13,723
Golfo de Nicoya,1995,Camaron Rosado,3447,1747,2593,4103,3213,3273,937,1127,4527,1396,3587,265,30215
Golfo de Nicoya,1995,Camaron Fidel,28470,24713,24625,19118,16724,9151,8889,22079,24300,10002,8216,9134,205421
Golfo de Nicoya,1995,Camaron Camello,0,415,6591,1140,223,27760,7239,13234,2870,546,2041,0,62059
Golfo de Nicoya,1995,Camaron Real,0,0,0,0,0,4494,560,7579,2158,447,0,178,15416
Golfo de Nicoya,1995,Camaron Titi,6014,3510,3562,1160,4781,11817,19785,10186,22953,27372,23554,30768,165462
Golfo de Nicoya,1995,Langosta Pacifica,101,56,120,4,52,0,4,0,0,66,8,0,411
Golfo de Nicoya,1995,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfo de Nicoya,1995,Calamar,0,0,0,3,0,0,33,29,30,10,4746,26,4877
Golfo de Nicoya,1995,Pulpo,0,0,0,0,0,0,0,0,0,422,0,0,422
Golfo de Nicoya,1995,Pianguas,4496,1490,0,2230,46,13000,15000,0,0,0,0,0,36262
Golfo de Nicoya,1995,Cambute,0,0,0,11,0,0,0,0,0,0,0,0,11
Golfo de Nicoya,1995,Aleta Tiburon,0,0,0,0,2,0,180,2,0,0,0,0,184
Golfo de Nicoya,1995,Filet,40,0,60,142,0,0,6,134,18,132,436,78,1046
Golfo de Nicoya,1995,Buche,0,8,0,0,0,12,0,0,46,0,0,0,66
Golfo de Nicoya,1995,Cangrejo,51,0,0,0,0,0,14,105,149,33,106,52,510
Golfo de Nicoya,1995,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1995,Primera Grande,184,156,319,291,733,357,101,66,14,366,341,117,3045
Quepos,1995,Primera Pequena,11001,5312,14116,11999,16666,11243,19199,19913,12062,16611,15867,21250,175239
Quepos,1995,Clasificado,15236,23588,26195,21841,17733,7643,14522,17090,8330,9372,12128,12437,186115
Quepos,1995,Chatarra,6924,7994,19903,12220,17857,7902,14107,13783,8356,18203,23605,20186,171040
Quepos,1995,Agria Cola,2119,1186,3851,3236,4313,2150,3739,2174,2068,1998,1859,1159,29852
Quepos,1995,Cabrilla,5492,12495,9441,3979,4209,1725,1395,2260,4715,2195,6548,4226,58680
Quepos,1995,Pargo Seda,3340,542,0,461,2100,33,1225,992,2838,6272,6065,2367,26235
Quepos,1995,Dorado,24258,7755,8828,3446,6518,8499,8667,4029,6213,8016,27082,34550,147861
Quepos,1995,Marlin Blanco,340,37,57,699,4695,3520,4168,1431,5808,1901,7288,12013,41957
Quepos,1995,Marlin Rosado,3006,493,265,2192,3205,1698,1587,855,2600,2275,7840,6302,32318
Quepos,1995,Treacher,6214,2212,2391,5278,12426,8544,4862,3342,2631,3644,2918,3383,57845
Quepos,1995,Pez Vela,24029,13938,3860,6618,14511,5526,8589,7309,14081,14704,22468,20481,156114
Quepos,1995,Pez Espada,209,0,225,329,274,30,0,0,168,0,27,0,1262
Quepos,1995,Sardina,0,0,65,48,470,75,50,28,20,264,907,0,1927
Quepos,1995,Atun,4394,2620,6489,3289,6970,945,1473,2993,2243,1995,2965,2211,38587
Quepos,1995,Cazon,28274,3622,5632,10194,10765,11801,19886,6148,12286,9347,17858,10545,146358
Quepos,1995,Posta,10860,1079,5811,2318,8546,8417,2965,1035,2370,3103,8119,2071,56694
Quepos,1995,Maco,37,298,80,65,0,33,104,295,1145,0,0,394,2451
Quepos,1995,Camaron Blanco,2345,3632,3122,2930,1587,542,2308,2597,1785,10478,14097,19465,64888
Quepos,1995,Camaron Cafe,1072,19,454,0,96,0,29,19,59,92,166,401,2407
Quepos,1995,Camaron Rosado,9521,9568,8528,11521,18427,9297,29113,18551,10139,9032,13934,2239,149870
Quepos,1995,Camaron Fidel,16056,13829,19682,31173,32773,22857,34669,25054,15148,15980,7896,6136,241253
Quepos,1995,Camaron Camello,176,30996,6018,0,1299,0,21503,29161,35265,3101,0,0,127519
Quepos,1995,Camaron Real,0,0,453,0,0,204,0,0,863,1413,0,0,2933
Quepos,1995,Camaron Titi,426,1507,1482,587,4852,4139,7983,5810,1582,21662,26778,21962,98770
Quepos,1995,Langosta Pacifica,0,65,0,5,1,21,1,32,15,0,10,10,160
Quepos,1995,Langosta Caribe,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1995,Calamar,0,31,12,275,421,853,300,0,150,132,2,68,2244
Quepos,1995,Pulpo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1995,Pianguas,2764,4256,6752,8745,3751,1194,2085,1073,1925,2000,700,0,35245
Quepos,1995,Cambute,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1995,Aleta Tiburon,13,1,0,0,287,0,296,0,0,0,239,205,1041
Quepos,1995,Filet,0,0,0,4,0,10,0,0,0,0,0,0,14
Quepos,1995,Buche,10,7,0,8,0,0,0,0,0,0,0,0,25
Quepos,1995,Cangrejo,0,0,0,0,0,0,0,0,0,0,0,0,0
Quepos,1995,Tortuga,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfito,1995,Primera Grande,41,200,106,19,588,280,333,109,205,365,126,24,2396
Golfito,1995,Primera Pequena,2280,898,1971,3703,6075,4032,3496,2055,5501,2253,6759,5085,44108
Golfito,1995,Clasificado,3941,7398,6605,4630,4370,2544,2071,844,5904,1301,3576,1302,44486
Golfito,1995,Chatarra,997,656,1557,1963,2872,961,926,968,3297,2362,2535,1639,20733
Golfito,1995,Agria Cola,4,465,32,388,266,8,99,34,4,18,34,92,1444
Golfito,1995,Cabrilla,3471,4375,1863,2700,1190,1551,780,378,634,697,670,1093,19402
Golfito,1995,Pargo Seda,565,121,709,879,3180,5800,4163,2315,3159,9917,6174,4009,40991
